Unnamed: 0,Unnamed: 1,Unnamed: 2,Time (sec),Boiler Temp (C),Turbine In Temp (C),Turbine Ex Temp (C),Boiler Pres (psig),Turbine In Pres (psig),Turbine Ex Pres (psig),Fuel Flow (L/min),Generator (RPM),Voltage (Volts),Current (Amps),Power (Watts)
,,,1767.735,-663.119,-7242.873,-4571.133,84.497,4.348,2.624,4.004,371.418,1.18,0.021,0.025
,,,1768.736,-833.24,-5672.567,-3882.832,85.015,4.407,2.648,4.073,397.37,1.215,0.002,0.003
,,,1769.736,-816.869,-2179.164,-3646.948,85.223,4.404,2.652,4.074,412.559,1.301,0.008,0.01
,,,1770.735,-3902.385,-6548.603,-9240.719,85.208,4.414,2.641,4.01,375.774,1.149,0.014,0.016
,,,1771.736,-825.54,-10860.981,-12815.448,84.797,4.407,2.653,4.032,382.201,1.14,0.004,0.005
,,,1772.736,-2124.441,-6825.539,-6907.404,85.795,4.44,2.635,4.007,385.152,1.126,0.016,0.018
,,,1773.736,-3747.591,-5377.078,-4726.924,84.96,4.425,2.642,4.008,356.704,1.137,0.013,0.014
,,,1774.736,-2382.951,-2360.221,-5442.03,86.306,4.469,2.656,4.035,357.749,1.009,0.017,0.017
,,,1775.736,-2817.857,-5080.625,-5874.218,85.219,4.426,2.652,4.003,349.94,1.098,0.017,0.019
,,,1776.735,149.446,-4103.897,-7093.679,85.38,4.563,2.703,4.043,407.211,1.188,0.005,0.006
,,,1777.735,-229.61,-4234.9,-1110.437,86.668,4.56,2.689,4.109,378.327,1.206,0.011,0.013
,,,1778.735,151.773,-5740.072,-4308.281,86.882,4.585,2.695,4.041,342.942,0.98,0.001,0.001
,,,1779.735,149.186,-2018.129,-2977.287,87.784,4.631,2.724,4.095,417.734,1.218,0.002,0.003
,,,1780.736,143.075,-3180.047,-887.717,87.115,4.55,2.695,4.081,375.711,1.191,0.0,0.0
,,,1781.735,5.235,-55.036,-877.57,87.163,4.645,2.744,4.057,381.866,1.205,0.0,0.0
,,,1782.736,141.245,-14.124,-871.784,88.695,4.666,2.759,4.096,367.102,1.211,0.0,0.0
,,,1783.736,146.108,100.63,95.658,88.992,4.673,2.758,4.152,493.504,1.447,0.001,0.002
,,,1784.736,140.443,98.772,-4.668,87.493,4.758,2.736,4.054,436.294,1.292,0.002,0.002
,,,1785.735,141.663,98.076,93.116,88.189,4.817,2.769,4.08,436.741,1.391,0.001,0.002
,,,1786.736,141.785,98.066,93.04,88.2,4.932,2.785,4.076,451.561,1.433,0.001,0.002
,,,1787.736,141.619,98.218,93.214,88.218,5.014,2.804,4.072,462.077,1.444,0.001,0.002
,,,1788.736,141.734,98.245,93.249,88.357,5.131,2.85,4.075,476.721,1.527,0.001,0.002
,,,1789.736,142.344,98.514,93.387,88.76,5.271,2.945,4.088,465.739,1.44,0.001,0.002
,,,1790.738,141.806,98.669,94.061,88.493,5.328,3.02,4.069,472.237,1.451,0.002,0.002
,,,1791.738,142.521,98.874,93.888,88.81,5.425,3.049,4.089,468.784,1.461,0.001,0.002
,,,1792.738,142.59,98.944,93.912,89.064,5.5,3.023,4.099,466.663,1.482,0.001,0.002
,,,1793.738,142.875,99.218,93.938,89.107,5.698,3.065,4.096,461.263,1.438,0.001,0.001
,,,1794.739,142.663,99.402,93.89,89.08,5.819,3.068,4.09,467.231,1.482,0.001,0.002
,,,1795.738,142.553,99.567,94.001,88.995,5.891,3.075,4.088,450.622,1.412,0.001,0.002
,,,1796.738,142.655,99.891,94.132,88.592,5.883,3.063,4.069,469.669,1.524,0.001,0.002
,,,1797.739,143.853,99.908,93.915,89.37,5.949,3.092,4.101,492.505,1.553,0.001,0.002
,,,1798.738,142.853,100.07,94.241,89.197,5.956,3.074,4.086,469.179,1.476,0.001,0.001
,,,1799.739,143.822,100.012,94.075,89.651,6.009,3.094,4.106,490.293,1.581,0.001,0.001
,,,1800.738,143.54,99.836,93.966,89.788,6.0,3.087,4.1,522.285,1.624,0.001,0.002
,,,1801.739,144.392,104.453,98.878,89.656,5.922,3.081,4.095,558.49,1.817,0.001,0.001
,,,1802.74,148.049,-870.879,-209.79,89.53,5.885,3.062,4.084,575.541,1.761,0.002,0.003
,,,1803.739,150.495,-2396.791,-1243.089,89.696,5.903,3.065,4.084,664.031,2.212,0.002,0.004
,,,1804.74,-830.401,-1963.788,-2578.075,89.915,5.947,3.068,4.078,709.309,2.38,0.002,0.005
,,,1805.74,-1559.439,-2404.006,-3108.09,90.108,5.959,3.071,4.085,758.829,2.461,0.002,0.004
,,,1806.739,-84.534,-2117.761,-1095.354,90.219,5.958,3.064,4.065,764.931,2.466,0.013,0.031
,,,1807.739,131.621,-52.805,-3192.869,89.575,5.922,3.064,4.063,820.933,2.703,0.008,0.02
,,,1808.74,-2104.553,-6652.455,-4855.223,89.695,5.962,3.055,4.053,881.678,2.976,0.013,0.039
,,,1809.74,-855.678,-5628.111,-12740.102,90.486,5.984,3.049,4.039,889.708,3.116,0.014,0.042
,,,1810.74,-802.492,-4210.45,-5322.432,89.223,5.937,3.04,4.053,950.39,3.395,0.027,0.091
,,,1811.741,-2000.364,-5083.393,-1736.195,89.862,5.993,3.05,4.053,1020.642,3.692,0.036,0.132
,,,1812.74,-391.725,-8735.088,-12453.256,90.324,5.986,3.047,4.042,1055.688,3.78,0.031,0.118
,,,1813.74,-2992.639,-9917.741,-7614.237,90.256,6.05,3.087,4.061,1084.154,3.823,0.028,0.107
,,,1814.741,-3803.84,-9566.459,-9979.73,90.198,6.019,3.059,4.055,1041.5,3.77,0.023,0.087
,,,1815.741,-4472.346,-6709.963,-8226.03,90.065,5.99,3.064,4.038,1202.606,4.387,0.044,0.191
,,,1816.741,-3083.531,-4269.476,-2811.867,89.641,6.022,3.043,4.017,1223.699,4.394,0.039,0.171
,,,1817.741,-805.948,-1956.625,-5234.051,90.674,6.043,3.08,4.089,1286.286,4.561,0.047,0.214
,,,1818.74,156.361,-2848.857,-4714.516,91.407,6.156,3.104,4.114,1387.502,4.914,0.031,0.152
,,,1819.74,-803.502,-1392.32,-1206.05,90.834,6.18,3.107,4.066,1408.004,5.107,0.039,0.198
,,,1820.741,156.487,-1601.406,-2620.444,92.042,6.366,3.137,4.064,1439.775,5.04,0.033,0.167
,,,1821.741,15.402,-917.891,33.97,91.435,6.344,3.138,4.046,1527.759,5.598,0.036,0.202
,,,1822.741,119.465,-5612.699,-2798.913,91.813,6.419,3.185,4.12,1637.383,5.897,0.037,0.221
,,,1823.741,154.851,-3759.29,48.879,92.427,6.467,3.185,4.103,1698.116,6.126,0.036,0.219
,,,1824.741,152.623,85.745,100.347,92.624,6.503,3.186,4.076,1710.144,6.216,0.039,0.245
,,,1825.741,146.793,101.964,95.577,92.486,6.502,3.18,4.095,1803.282,6.576,0.034,0.225
,,,1826.741,133.839,100.189,94.585,92.896,6.54,3.198,4.113,1791.926,6.489,0.044,0.287
,,,1827.741,148.5,101.644,94.439,92.098,6.49,3.174,4.071,1891.17,6.864,0.039,0.266
,,,1828.74,150.526,101.996,94.233,93.805,6.594,3.21,4.144,1909.571,7.028,0.04,0.282
,,,1829.741,146.676,100.851,94.549,93.653,6.608,3.217,4.125,1965.344,7.173,0.04,0.288
,,,1830.741,146.843,100.903,94.37,93.471,6.601,3.217,4.108,1995.943,7.266,0.04,0.29
,,,1831.741,146.424,101.061,94.274,92.503,6.544,3.185,4.057,1955.867,7.146,0.039,0.28
,,,1832.741,150.743,102.294,94.468,93.348,6.599,3.209,4.093,1960.896,7.19,0.043,0.31
,,,1833.741,157.026,105.33,94.628,93.848,6.636,3.217,4.119,1984.51,7.253,0.052,0.377
,,,1834.741,152.905,103.044,94.427,93.393,6.644,3.206,4.083,2006.705,7.358,0.044,0.325
,,,1835.743,149.039,101.32,94.798,93.954,6.698,3.231,4.12,2015.775,7.413,0.044,0.329
,,,1836.744,149.185,101.392,94.82,94.429,6.736,3.243,4.141,2075.709,7.595,0.044,0.332
,,,1837.743,150.436,101.781,94.775,94.374,6.73,3.24,4.13,2098.306,7.72,0.044,0.339
,,,1838.744,149.477,102.186,94.719,94.264,6.727,3.234,4.113,2131.569,7.846,0.045,0.352
,,,1839.744,151.462,102.291,94.817,94.531,6.776,3.249,4.125,2136.225,7.832,0.048,0.373
,,,1840.744,150.988,102.407,94.845,95.142,6.793,3.255,4.148,2146.992,7.844,0.051,0.399
,,,1841.744,152.341,102.234,94.647,95.188,6.813,3.257,4.148,2079.863,7.519,0.05,0.379
,,,1842.743,150.177,101.753,95.385,94.995,6.805,3.26,4.136,2091.52,7.675,0.047,0.357
,,,1843.744,153.194,103.874,95.726,95.419,6.824,3.264,4.161,2161.182,7.924,0.05,0.398
,,,1844.744,158.751,-481.293,-1444.845,95.399,6.827,3.259,4.134,2072.481,7.628,0.05,0.38
,,,1845.743,111.188,105.641,101.839,94.917,7.0,3.266,4.125,2066.554,7.59,0.057,0.433
,,,1846.744,106.031,116.505,-2475.799,94.233,6.961,3.288,4.083,2067.225,7.506,0.05,0.377
,,,1847.743,-831.761,-1796.937,-7589.662,95.561,7.103,3.33,4.102,2017.025,7.512,0.055,0.414
,,,1848.744,164.557,-1647.928,-786.489,94.612,7.209,3.327,4.113,2034.885,7.573,0.063,0.476
,,,1849.744,-228.61,-1086.996,-1484.814,94.124,7.3,3.364,4.073,2042.271,7.526,0.064,0.48
,,,1850.745,87.089,-4024.625,-7848.341,95.043,7.455,3.401,4.079,2033.336,7.491,0.063,0.473
,,,1851.745,-2042.301,-2360.709,-6317.218,93.706,7.459,3.39,4.094,2086.042,7.812,0.082,0.638
,,,1852.744,-2619.411,-8476.562,-11302.148,94.762,7.484,3.389,4.032,1686.991,6.475,0.078,0.507
,,,1853.745,-3314.788,-3774.451,-5687.643,94.235,7.522,3.415,4.069,1615.406,6.275,0.081,0.509
,,,1854.744,-2602.26,-2802.937,-8917.148,94.017,7.567,3.416,4.065,1689.828,6.521,0.092,0.603
,,,1855.745,-1397.423,-5292.715,-9892.594,95.073,7.608,3.418,4.059,1694.351,6.546,0.091,0.594
,,,1856.745,-3607.862,-2760.537,-3986.421,94.483,7.594,3.457,4.086,1617.135,6.259,0.098,0.612
,,,1857.744,-3290.901,-1177.132,-900.333,94.272,7.549,3.418,4.057,1583.42,6.132,0.116,0.71
,,,1858.744,-2439.165,-3962.3,-4205.856,93.863,7.563,3.408,4.04,1500.566,5.819,0.104,0.606
,,,1859.744,-808.997,-4110.598,-2363.354,94.163,7.586,3.424,4.048,1506.939,5.807,0.102,0.593
,,,1860.746,-62.784,-2568.072,-354.556,94.72,7.595,3.401,4.036,1478.472,5.707,0.095,0.544
,,,1861.745,164.268,-3412.752,-5959.939,95.872,7.656,3.445,4.053,1453.988,5.573,0.084,0.471
,,,1862.745,164.965,119.897,-1274.204,94.97,7.615,3.459,4.096,1458.341,5.588,0.087,0.485
,,,1863.746,145.751,-1814.883,-3223.779,96.51,7.767,3.486,4.123,1430.744,5.478,0.086,0.469
,,,1864.746,163.798,-2826.085,-865.424,95.075,7.666,3.47,4.088,1430.251,5.477,0.082,0.448
,,,1865.746,156.734,-1817.529,99.228,95.045,7.685,3.452,4.088,1457.518,5.596,0.083,0.465
,,,1866.745,152.379,108.317,97.092,96.002,7.711,3.468,4.078,1445.228,5.545,0.084,0.467
,,,1867.745,150.415,103.871,95.279,96.229,7.742,3.471,4.102,1463.717,5.62,0.087,0.489
,,,1868.746,154.005,105.058,95.632,96.673,7.784,3.482,4.125,1440.21,5.527,0.083,0.461
,,,1869.746,153.755,103.614,95.737,97.119,7.815,3.494,4.144,1462.592,5.618,0.085,0.478
,,,1870.746,152.648,103.49,95.814,97.011,7.783,3.489,4.124,1453.105,5.578,0.084,0.467
,,,1871.747,153.102,103.559,95.833,96.659,7.777,3.483,4.105,1473.434,5.66,0.085,0.483
,,,1872.747,154.364,103.14,95.84,96.741,7.771,3.473,4.114,1481.848,5.699,0.087,0.497
,,,1873.746,151.451,104.216,95.65,97.021,7.821,3.492,4.124,1479.098,5.681,0.087,0.494
,,,1874.747,153.968,104.106,95.69,96.812,7.818,3.497,4.104,1486.306,5.717,0.086,0.492
,,,1875.747,153.731,104.661,95.91,97.07,7.819,3.491,4.117,1502.454,5.776,0.088,0.51
,,,1876.747,154.588,104.93,95.879,96.343,7.779,3.475,4.082,1478.922,5.682,0.087,0.495
,,,1877.747,154.142,103.823,95.81,96.617,7.804,3.479,4.09,1491.096,5.729,0.085,0.485
,,,1878.747,154.157,104.146,95.523,98.152,7.898,3.511,4.173,1489.27,5.73,0.084,0.484
,,,1879.746,152.252,103.384,95.744,97.381,7.847,3.495,4.123,1537.495,5.924,0.087,0.515
,,,1880.747,154.074,104.265,95.531,97.61,7.858,3.498,4.124,1506.77,5.793,0.088,0.509
,,,1881.747,153.272,108.933,95.904,98.18,7.937,3.517,4.141,1515.912,5.838,0.086,0.501
,,,1882.746,155.06,40.037,96.122,97.96,7.925,3.521,4.115,1513.559,5.83,0.089,0.518
,,,1883.747,153.694,107.457,73.31,97.599,7.889,3.51,4.115,1485.987,5.717,0.085,0.483
,,,1884.747,154.691,50.693,43.469,97.164,7.846,3.485,4.082,1486.348,5.714,0.086,0.493
,,,1885.748,155.652,109.002,98.963,97.608,7.905,3.506,4.097,1525.692,5.874,0.085,0.501
,,,1886.748,160.736,-927.138,-2040.095,97.577,7.896,3.491,4.094,1506.917,5.798,0.089,0.514
,,,1887.748,-957.58,-866.369,-2522.52,97.841,7.958,3.52,4.091,1550.777,6.002,0.088,0.526
,,,1888.748,160.312,-1226.551,-4022.206,97.672,7.987,3.546,4.083,1580.954,6.079,0.093,0.566
,,,1889.748,168.205,-1592.301,7.633,96.668,7.97,3.506,4.077,1577.325,6.097,0.092,0.561
,,,1890.748,-479.228,-3894.952,-4776.219,97.992,8.119,3.56,4.085,1590.233,6.124,0.095,0.582
,,,1891.748,-1291.86,-5729.449,-9829.754,97.596,8.115,3.544,4.055,1571.544,6.06,0.104,0.63
,,,1892.748,-3112.367,-7079.313,-6260.25,96.617,8.227,3.538,4.026,1589.404,6.178,0.117,0.726
,,,1893.747,-3764.935,-3770.541,-2644.264,96.564,8.363,3.601,4.061,1592.223,6.157,0.123,0.754
,,,1894.747,-3077.719,-4347.185,-2004.505,96.389,8.452,3.607,4.038,1611.28,6.253,0.124,0.774
,,,1895.749,-1255.552,-2966.989,-6472.711,96.099,8.462,3.605,4.018,1638.932,6.378,0.119,0.759
,,,1896.748,-4904.678,-3144.004,-5184.086,96.628,8.693,3.678,4.042,1655.432,6.409,0.133,0.853
,,,1897.748,-3730.927,-6003.802,-12402.417,97.378,8.771,3.675,4.035,1681.718,6.535,0.114,0.746
,,,1898.748,-0.089,-2975.53,-5849.345,96.931,8.836,3.731,4.1,1737.245,6.691,0.119,0.793
,,,1899.748,-1076.642,-5554.9,-8270.876,97.16,8.909,3.694,4.015,1736.055,6.748,0.117,0.791
,,,1900.748,-2766.148,-2292.512,17.998,96.183,8.842,3.689,4.027,1802.6,6.998,0.139,0.973
,,,1901.749,-940.918,-5129.076,-6259.449,97.59,9.053,3.755,4.064,1803.291,7.014,0.122,0.856
,,,1902.749,179.241,-690.77,-1803.831,97.884,9.208,3.823,4.141,1863.388,7.208,0.126,0.905
,,,1903.749,-232.883,-541.572,-152.281,95.799,8.968,3.729,3.986,1866.946,7.273,0.112,0.813
,,,1904.75,163.742,-3909.848,-3498.072,95.922,9.052,3.751,4.048,1866.138,7.24,0.11,0.795
,,,1905.749,163.33,-2132.348,-3293.847,96.12,9.056,3.759,4.049,1893.668,7.347,0.114,0.837
,,,1906.751,176.59,81.352,-1833.988,98.503,9.216,3.831,4.112,1901.685,7.395,0.118,0.871
,,,1907.751,170.642,118.047,103.061,97.47,9.215,3.822,4.081,1920.17,7.458,0.125,0.933
,,,1908.75,164.97,111.748,98.822,98.56,9.298,3.847,4.101,1928.253,7.491,0.136,1.02
,,,1909.751,156.652,105.476,96.403,98.07,9.233,3.797,4.085,1911.125,7.425,0.112,0.831
,,,1910.752,153.534,106.215,96.536,97.72,9.207,3.785,4.071,1945.848,7.564,0.113,0.857
,,,1911.751,161.976,109.938,96.479,99.487,9.376,3.858,4.133,1961.228,7.623,0.13,0.99
,,,1912.753,143.689,110.904,96.548,99.195,9.366,3.859,4.116,1913.047,7.434,0.133,0.992
,,,1913.753,161.355,107.713,96.707,98.83,9.31,3.834,4.104,1935.579,7.523,0.12,0.904
,,,1914.754,158.8,110.626,96.437,100.06,9.437,3.866,4.165,1921.539,7.468,0.12,0.897
,,,1915.754,157.442,107.981,96.246,100.207,9.45,3.869,4.176,1972.253,7.67,0.122,0.934
,,,1916.754,155.157,105.928,96.503,100.254,9.464,3.873,4.175,1923.937,7.48,0.113,0.843
,,,1917.755,154.408,105.517,96.592,100.153,9.447,3.876,4.163,1981.058,7.711,0.114,0.879
,,,1918.755,154.942,106.048,96.634,100.195,9.458,3.879,4.162,1928.416,7.497,0.113,0.848
,,,1919.755,156.393,106.306,96.317,100.443,9.493,3.882,4.177,1938.245,7.531,0.114,0.859
,,,1920.754,154.84,105.473,96.551,100.265,9.501,3.884,4.154,1979.651,7.701,0.113,0.872
,,,1921.754,154.485,105.452,96.622,100.13,9.463,3.874,4.155,1976.068,7.683,0.114,0.876
,,,1922.754,156.732,107.049,96.694,100.087,9.47,3.881,4.141,1973.584,7.674,0.117,0.897
,,,1923.754,161.273,106.461,96.454,100.344,9.477,3.884,4.158,1946.296,7.569,0.118,0.895
,,,1924.756,156.228,106.319,96.511,99.948,9.468,3.88,4.137,1998.635,7.779,0.116,0.901
,,,1925.757,156.152,108.135,97.337,100.121,9.521,3.886,4.153,1987.681,7.738,0.118,0.91
,,,1926.757,162.634,96.547,101.52,100.372,9.539,3.892,4.168,2017.912,7.851,0.119,0.933
,,,1927.758,158.098,71.002,-35.635,100.731,9.608,3.888,4.156,2047.17,7.997,0.123,0.98
,,,1928.759,125.595,-1813.57,-2077.865,99.796,9.593,3.914,4.16,2075.1,8.067,0.137,1.103
,,,1929.759,164.866,64.196,103.974,99.915,9.585,3.919,4.156,2101.179,8.175,0.132,1.078
,,,1930.759,-405.616,-109.107,-175.237,99.847,9.594,3.892,4.13,2049.462,7.99,0.122,0.979
,,,1931.758,-350.449,-2940.05,-6192.465,100.435,9.616,3.908,4.129,2097.466,8.171,0.137,1.121
,,,1932.759,-1381.536,-2467.294,-4218.636,99.271,9.579,3.865,4.07,2116.584,8.293,0.142,1.176
,,,1933.759,-3950.866,-2400.68,-770.263,99.286,9.529,3.88,4.09,2100.326,8.231,0.156,1.28
,,,1934.759,-1122.443,-2388.947,-4138.474,98.43,9.486,3.872,4.058,2128.03,8.3,0.149,1.237
,,,1935.759,-885.012,-5809.64,-8333.555,99.795,9.619,3.896,4.075,2105.035,8.238,0.165,1.362
,,,1936.758,-533.898,-6821.552,-12824.502,99.892,9.577,3.881,4.065,2116.598,8.253,0.152,1.257
,,,1937.759,-5661.884,-7241.456,-4593.598,98.791,9.61,3.884,4.061,2131.134,8.339,0.164,1.365
,,,1938.759,-4800.701,-2153.277,-5607.475,98.988,9.566,3.887,4.061,2154.833,8.463,0.169,1.433
,,,1939.759,-3231.063,-4508.059,-3588.487,98.729,9.515,3.869,4.032,2163.42,8.461,0.168,1.419
,,,1940.76,-79.785,-4506.599,-5975.674,98.308,9.516,3.883,4.048,2180.776,8.47,0.158,1.342
,,,1941.761,-766.048,-4199.765,-4501.814,98.808,9.581,3.914,4.056,2164.317,8.431,0.146,1.231
,,,1942.761,100.161,-4005.936,-4296.472,98.824,9.638,3.926,4.075,2195.761,8.534,0.156,1.328
,,,1943.76,177.87,-3408.114,-7549.138,99.627,9.678,3.923,4.08,2173.82,8.461,0.14,1.184
,,,1944.761,-594.352,-1410.992,-1219.842,99.432,9.674,3.896,4.048,2169.876,8.542,0.15,1.284
,,,1945.76,-1240.004,-4771.704,-3432.252,100.202,9.654,3.893,4.04,2170.649,8.496,0.154,1.306
,,,1946.761,116.195,-850.474,67.994,100.465,9.692,3.926,4.111,2192.168,8.558,0.15,1.282
,,,1947.761,-78.444,-584.247,-4.163,101.407,9.732,3.93,4.099,2187.542,8.573,0.139,1.194
,,,1948.762,166.436,-1352.213,-422.628,102.404,9.879,3.976,4.146,2168.706,8.463,0.137,1.162
,,,1949.762,161.374,-79.519,-1177.881,102.375,9.893,3.965,4.158,2194.561,8.566,0.136,1.161
,,,1950.762,132.782,-182.567,96.675,102.452,9.895,3.983,4.163,2201.798,8.59,0.141,1.207
,,,1951.762,163.905,113.387,109.642,102.178,9.882,3.975,4.153,2170.88,8.478,0.139,1.18
,,,1952.762,161.222,107.22,96.853,101.792,9.86,3.969,4.136,2209.701,8.625,0.145,1.254
,,,1953.761,141.571,110.231,96.779,101.962,9.86,3.972,4.135,2218.795,8.665,0.143,1.239
,,,1954.761,161.575,109.41,96.592,102.11,9.893,3.987,4.141,2194.842,8.565,0.139,1.193
,,,1955.761,167.689,111.709,96.81,101.335,9.819,3.961,4.104,2213.175,8.644,0.15,1.301
,,,1956.761,165.446,110.349,96.854,102.382,9.908,3.99,4.153,2194.431,8.569,0.144,1.238
,,,1957.761,169.624,114.518,97.316,100.859,10.04,3.991,4.086,2231.07,8.717,0.148,1.29
,,,1958.762,162.5,109.906,97.79,101.217,10.182,4.043,4.094,2255.277,8.809,0.148,1.307
,,,1959.761,169.483,112.17,97.503,100.314,10.109,4.023,4.067,2274.379,8.887,0.158,1.406
,,,1960.761,165.417,112.833,97.44,100.755,10.181,4.069,4.08,2233.724,8.729,0.148,1.288
,,,1961.761,169.626,113.066,97.518,101.256,10.222,4.071,4.097,2259.724,8.833,0.151,1.33
,,,1962.762,164.284,112.23,97.181,101.225,10.244,4.079,4.094,2263.646,8.853,0.154,1.365
,,,1963.763,172.696,111.848,97.39,101.053,10.212,4.064,4.093,2284.35,8.946,0.157,1.406
,,,1964.764,164.823,113.363,98.628,100.786,10.19,4.069,4.074,2294.594,8.986,0.154,1.383
,,,1965.763,166.127,83.282,98.141,101.293,10.245,4.074,4.096,2278.742,8.927,0.152,1.355
,,,1966.763,163.97,113.348,-724.508,101.72,10.297,4.1,4.118,2273.883,8.905,0.152,1.358
,,,1967.764,141.514,-70.015,-73.255,101.638,10.312,4.092,4.108,2277.81,8.918,0.158,1.413
,,,1968.765,170.236,121.11,92.548,100.666,10.234,4.068,4.084,2288.501,8.972,0.16,1.44
,,,1969.766,171.862,-316.523,-328.819,101.761,10.322,4.09,4.091,2292.676,8.985,0.152,1.365
,,,1970.766,94.178,78.286,105.164,100.926,10.286,4.067,4.071,2288.705,9.007,0.165,1.489
,,,1971.766,48.222,-1160.177,-2559.551,100.986,10.276,4.093,4.084,2288.013,8.974,0.143,1.285
,,,1972.766,115.622,-488.022,-2214.645,100.572,10.232,4.06,4.053,2279.655,8.952,0.163,1.457
,,,1973.767,-2898.971,-3528.618,-2358.026,100.907,10.242,4.051,4.057,2276.939,8.953,0.171,1.532
,,,1974.767,-861.52,-1551.087,-4794.894,100.857,10.239,4.068,4.023,2282.092,8.95,0.155,1.39
,,,1975.767,-1393.017,-7957.672,-8671.629,100.107,10.167,4.045,4.02,2282.909,8.971,0.166,1.486
,,,1976.767,-1642.658,-2522.598,-5131.867,98.909,10.091,4.028,3.995,2285.783,9.028,0.179,1.619
,,,1977.766,-3691.518,-7442.555,-9571.729,99.923,10.354,4.089,4.038,2296.694,9.052,0.168,1.524
,,,1978.767,-5887.265,-8226.433,-8027.219,99.851,10.303,4.069,4.018,2317.39,9.171,0.183,1.68
,,,1979.767,-1189.841,-7568.931,-14626.17,99.618,10.234,4.06,3.99,2335.429,9.241,0.18,1.661
,,,1980.768,-1585.853,-7180.962,-11389.483,100.327,10.372,4.077,4.026,2322.953,9.2,0.188,1.731
,,,1981.768,-5877.848,-5110.48,-4440.245,99.602,10.37,4.099,4.012,2345.869,9.389,0.192,1.8
,,,1982.769,-5611.283,-2115.98,-2979.443,99.944,10.406,4.111,4.047,2311.094,9.253,0.179,1.658
,,,1983.769,-1046.229,-5835.735,-12116.015,101.127,10.569,4.136,4.049,2312.51,9.189,0.166,1.527
,,,1984.769,-912.728,-1554.745,-6370.187,100.198,10.51,4.15,4.074,2337.874,9.294,0.164,1.528
,,,1985.769,-1377.309,-3903.554,-4123.216,100.266,10.612,4.16,4.078,2335.455,9.303,0.171,1.59
,,,1986.769,-1091.497,-3888.017,-241.119,100.089,10.611,4.153,4.058,2376.071,9.546,0.191,1.827
,,,1987.77,98.719,-2752.408,-85.406,100.364,10.649,4.163,4.074,2365.19,9.476,0.173,1.637
,,,1988.769,-571.119,-3674.193,-8241.587,101.109,10.663,4.16,4.025,2360.772,9.447,0.16,1.512
,,,1989.769,-505.657,-66.204,-1824.729,101.108,10.703,4.198,4.091,2380.659,9.579,0.176,1.689
,,,1990.769,171.736,-1370.608,-677.464,101.631,10.811,4.179,4.07,2378.786,9.577,0.16,1.529
,,,1991.77,172.745,-1227.726,-578.56,102.877,10.943,4.241,4.129,2388.649,9.61,0.164,1.579
,,,1992.769,167.294,118.287,-753.306,102.805,10.983,4.244,4.147,2395.679,9.661,0.165,1.598
,,,1993.769,166.609,112.383,100.804,102.883,11.101,4.276,4.158,2415.845,9.759,0.169,1.652
,,,1994.77,170.289,116.062,103.144,102.594,11.131,4.286,4.14,2401.223,9.727,0.163,1.583
,,,1995.769,166.271,114.218,98.195,102.223,11.151,4.289,4.124,2449.583,9.969,0.173,1.725
,,,1996.769,166.658,112.242,99.067,101.783,11.195,4.306,4.108,2437.581,9.955,0.176,1.747
,,,1997.769,162.071,110.714,99.312,102.905,11.47,4.368,4.154,2422.522,9.91,0.155,1.536
,,,1998.769,160.875,117.257,98.447,101.672,11.336,4.357,4.093,2440.4,10.019,0.177,1.772
,,,1999.771,166.653,114.085,98.608,103.188,11.646,4.418,4.175,2457.079,10.142,0.163,1.649
,,,2000.771,172.281,117.269,98.627,100.796,11.441,4.361,4.053,2444.895,10.129,0.18,1.826
,,,2001.771,166.806,115.264,100.346,102.055,11.632,4.441,4.105,2486.628,10.334,0.183,1.888
,,,2002.771,164.331,113.466,99.497,102.97,11.769,4.463,4.157,2473.43,10.303,0.168,1.731
,,,2003.771,152.09,110.758,98.455,103.153,11.788,4.463,4.172,2517.428,10.531,0.166,1.745
,,,2004.771,161.051,112.527,98.074,102.938,11.782,4.464,4.16,2508.768,10.519,0.167,1.752
,,,2005.771,-308.278,117.971,101.945,102.092,11.717,4.447,4.119,2454.778,10.062,0.226,2.271
,,,2006.771,164.941,113.331,98.304,102.119,11.692,4.454,4.118,2395.179,9.587,0.217,2.079
,,,2007.772,161.691,111.87,98.169,102.15,11.69,4.448,4.117,2298.616,9.003,0.224,2.02
,,,2008.771,162.061,111.822,98.316,102.532,11.719,4.469,4.129,2190.475,8.549,0.238,2.031
,,,2009.771,176.187,119.437,99.606,102.262,11.721,4.462,4.135,1976.731,7.694,0.235,1.81
,,,2010.771,158.122,113.962,98.762,102.304,11.747,4.471,4.124,1896.969,7.368,0.199,1.47
,,,2011.771,161.548,-1030.024,103.25,102.941,11.807,4.471,4.163,1896.972,7.371,0.201,1.481
,,,2012.771,142.164,-855.569,-1004.996,102.018,11.698,4.45,4.089,1849.115,7.189,0.192,1.382
,,,2013.771,11.533,-776.408,-2406.218,103.084,11.81,4.47,4.158,1834.747,7.132,0.192,1.37
,,,2014.771,171.579,-2930.124,-3814.044,103.037,11.801,4.47,4.156,1812.891,7.028,0.193,1.354
,,,2015.772,-795.847,-2426.164,104.295,102.416,11.685,4.414,4.106,1809.849,7.049,0.198,1.392
,,,2016.771,-533.202,-3147.511,-8425.896,102.382,11.712,4.468,4.118,1783.31,6.907,0.201,1.386
